Name,Office,Address,Telephone,Email,Fax,WebSite,Id
ELBORNE MITCHELL,HO,One America SquareEC3N 2PR,020 7320 9000,lawyers@elbornes.com, 020 7320 9111, http//www.elbornes.com,49247
ELLIS JONES,BRN,99 Holdenhurst RoadBH8 8DY,01202 414000,business@ellisjones.co.uk, 01202 414014, http//www.ellisjones.co.uk,366740
ELLIS TAYLOR LAW LLP,HO,44-45 Chancery LaneWC2A 1JB,0207 405 0206,operations@sra.org.uk, 0207 404 1191, http//www.ellistaylor.com,520184
ELSE SOLICITORS LLP,HO,First AvenueDE14 2WE,01283 526200,helen.herniman@else.co.uk, 01283 510140, http//www.elselaw.co.uk,513399
ELSE SOLICITORS LLP,BRN,37 - 39 Ludgate HillB3 1EH,0121 222 2302,operations@sra.org.uk, 0121 222 2603,,514119
EMPORIKO DIKAIO LEGAL SERVICES LIMITED,HO,19 Thresher DriveSN25 4AE,01793 701 864,manassutzi@aol.co.uk,,,514895
EMW PICTON HOWELL LLP,BRN,Seebeck HouseMK5 8FR,0845 070 6000,operations@sra.org.uk,,,512154
EPITOME LAW,HO,St. Johns Innovation CentreCB4 0WS,01223 303162,adrian.chaffey@epitomelaw.co.uk,, http//www.epitomelaw.co.uk,473136
EQUILAW LLP,HO,Ellenborough HouseGL50 1YD,01242 224422,equityrelease@equilaw.uk.com, 0870 1123 784, http//www.equilaw.uk.com,484909
EVELING LEGAL & ADVISORY LIMITED,HO,Balliol HouseEX1 1NP,01392 479 002,info@evelinglegal.co.uk, 01392 474 387, http//www.evelinglegal.co.uk,468097
EVERSHEDS LLP,HO,One Wood StreetEC2V 7WS,0845 497 9797,operations@sra.org.uk, 0845 497 4919, http//www.eversheds.com,383181
EVERSHEDS LLP,BRN,115 Colmore RowB3 3AL,0845 497 9797,operations@sra.org.uk, 0845 497 1900, http//www.eversheds.com,383182
EVERSHEDS LLP,BRN,Eversheds HouseM1 5ES,0845 497 9797,operations@sra.org.uk, 0845 497 8888, http//www.eversheds.com,383183
EVERSHEDS LLP,BRN,Bridgewater PlaceLS11 5DR,0845 497 9797,operations@sra.org.uk, 0845 498 4994, http//www.eversheds.com,383184
EVERSHEDS LLP,BRN,Central Square SouthNE1 3XX,0845 497 9797,operations@sra.org.uk, 0845 497 6499, http//www.eversheds.com,383187
EVERSHEDS LLP,BRN,1 Royal Standard PlaceNG1 6FZ,0845 497 9797,operations@sra.org.uk, 0845 497 7477, http//www.eversheds.com,383189
EVERSHEDS LLP,BRN,Franciscan HouseIP1 1UR,0845 497 9797,operations@sra.org.uk, 0845 497 2431, http//www.eversheds.com,383190
EVERSHEDS LLP,BRN,Kett HouseCB1 2JY,0845 497 9797,operations@sra.org.uk, 0845 497 3777, http//www.eversheds.com,383191
EVERYMAN LEGAL LIMITED,HO,Unit 1G  Network PointOX29 0YN,0845 868 0960,james.hunt@everymanlegal.com, 0845 868 0961, http//www.everymanlegal.com.,465380
EVERYS,BRN,Hertford HouseEX1 1NP,01392 477983,law@everys.co.uk, 01392 477984, http//www.everys.co.uk,332867
EXCELLO LAW LIMITED,HO,Atlantic HouseRG2 0TD,01189 036 024,info@excellolaw.co.uk, 01189 036 100, http//www.excellolaw.co.uk,512898
FAEGRE & BENSON LLP,HO,7 Pilgrim StreetEC4V 6LB,020 7450 4500,fharrington@faegre.com, 020 7450 4545, http//www.faegre.co.uk,371115
FARADAYS LAW LIMITED,HO,40 Devonshire DriveSE10 8JZ,0208 432 9473,ed@faradayslaw.co.uk,, http//www.thelegaldirector.co.uk,470320
FARNFIELD & NICHOLLS,HO,The SquareSP8 4AX,01747 825432,info@farnfields.com, 01747 822204, http//www.farnfields.co.uk,48162
FARRER & CO LLP,HO,66 Lincoln's Inn FieldsWC2A 3LH,0207 242 2022,mss@farrer.co.uk, 0207 242 9899, http//www.farrer.co.uk,447822
FASKEN MARTINEAU LLP.,HO,17 Hanover SquareW1S 1HU,020 7917 8500,operations@sra.org.uk, 020 7917 8555, http//www.fasken.com,420611
FBC MANBY BOWDLER LLP,HO,George HouseWV2 4BZ,01902 578000,info@fbcmb.co.uk, 01902 311886, http//www.fbcmb.co.uk,487405
FBC MANBY BOWDLER LLP,BRN,1 St. Leonards CloseWV16 4EL,01746 761436,info@fbcmb.co.uk, 01746 766764, http//www.fbcmb.co.uk,487500
FBC MANBY BOWDLER LLP,BRN,Rowan HouseSY2 6LG,01743 241551,info@fbcmb.co.uk, 01743 241623, http//www.fbcmb.co.uk,487503
FBC MANBY BOWDLER LLP,BRN,Blount HouseTF3 4NQ,01952 291525,info@fbcmb.co.uk, 01952 291921, http//www.fbcmb.co.uk,487504
FBC MANBY BOWDLER LLP,BRN,6-10 George StreetWV2 4DN,01902 311711,info@fbcmb.co.uk, 01902 311102, http//www.fbcmb.co.uk,487505
FBC MANBY BOWDLER LLP,BRN,11-12 New RoadWV13 2BL,01902 366566,info@fbcmb.co.uk, 01902 636455, http//www.fbcmb.co.uk,487507
FBC MANBY BOWDLER LLP,BRN,Routh HouseTF3 4NJ,01952 292129,info@fbcmb.co.uk, 01952 291716, http//www.fbcmb.co.uk,487508
FIELD FISHER WATERHOUSE,HO,35 Vine StreetEC3N 2AA,020 7861 4000,info@ffwlaw.com, 020 7488 0084, http//www.ffw.com,70229
FIELD FISHER WATERHOUSE LLP,HO,35 Vine StreetEC3N 2AA,0207 861 4000,info@ffw.com, 0207 488 0084, http//www.ffw.com,441075
FIELD FISHER WATERHOUSE LLP,BRN,27th FloorM1 4BD,0161 200 1700,info@ffw.com, 0161 200 1777, http//www.ffw.com,441086
FIELD SEYMOUR PARKES,HO,I London RoadRG1 4QW,0118 951 6200,enquiry@fsp-law.com, 0118 950 2704, http//www.fsp-law.com,63332
FINERS STEPHENS INNOCENT LLP,HO,179-185 Great Portland StreetW1W 5LS,020 7323 4000,marketing@fsilaw.co.uk, 020 7580 7069,,406212
FIONA CAMPBELL,HO,Studio 5 Pembridge StudiosW11 3EP,020 7243 1982,fionacampbell@fcampbell.co.uk, 020 7221 2736,,44645
FLADGATE LLP,HO,25 North RowW1K 6DJ,020 7323 4747,fladgate@fladgate.com, 020 7629 4414, http//www.fladgate.com,484783
FLINT BISHOP LLP,HO,St. Michaels CourtDE1 3HQ,01332 340211,operations@sra.org.uk, 01332 207601, http//www.flintbishop.co.uk,509657
FOLKLAW LIMITED,HO,Foyle RidingRH8 0RT,07545 345992,kate.digges@btconnect.com,,,499241
FOLLETT STOCK LLP,HO,Truro Business ParkTR4 9NH,01872 241 700,info@follettstock.co.uk, 01872 245 980, http//www.follettstock.co.uk,523917
FOOT ANSTEY,HO,Salt Quay HousePL4 0BN,01752 675 000,operations@sra.org.uk, 01752 675 500, http//www.footanstey.com,321319
FOOT ANSTEY,BRN,Senate CourtEX1 1NT,01392 411221,operations@sra.org.uk, 01392 685220, http//www.footanstey.com,321325
FOOT ANSTEY,BRN,The QuadTA1 2PX,01823 625 600,info@foot-ansteys.co.uk, 01823 625 678, http//www.footanstey.com,464061
FOOT ANSTEY INCORPORATING HANCOCK CAFFIN,BRN,Princes HouseTR1 2EY,01872 243300,operations@sra.org.uk, 01872 242458, http//www.footanstry.com,472125
FOOT ANSTEY INCORPRATION HANCOCK CAFFIN,BRN,The Old Manison HouseTR1 2HD,,operations@sra.org.uk,, http//www.footanstey.com,472123
FORBES,HO,Rutherford HouseBB1 8DD,01254 54374,personnelrutherford@forbessolicitors.co.uk, 01254 52347, http//www.forbessolicitors.co.uk,46408
FORBES,BRN,13-15 Cannon StreetBB5 1NJ,01254 872111,graeme.parkinson@forbessolicitors.co.uk, 01254 399795,,46410
FORBES,BRN,73 NorthgateBB2 1AA,01254 580000,mike.blacklidge@forbessolicitors.co.uk, 01254 682392,,46412
FORBES,BRN,Marsden HouseBB1 8DA,01254 662831,martin.crabtree@forbessolicitors.co.uk, 01254 681104,,46413
FORBES,BRN,Ribchester HousePR1 2QL,01772 220022,winston.mood@forbessolicitors.co.uk, 01772 220166,,261056
FORBES,BRN,1-3 Farrington StreetPR7 1DY,01257 260600,steven.dawson@forbessolicitors.co.uk, 01257 260602,,271112
FORBES,BRN,Gothic HouseBB5 1LY,01254 872111,petev.dugdale@forbessolicitors.co.uk, 01254 770535,,288751
FORBES,BRN,13-14 South ParadeLS1 5QS,0113 244 6688,siobhan.handy@forbessolicitors.co.uk, 0113 243 4546,,344618
FOREMAN LAWS,HO,25 BancroftSG5 1JW,01462 458711,lawyers@foremanlaws.co.uk, 01462 459242, http//www.foremanlaws.co.uk,48430
FORSYTH SIMPSON,HO,7 Cavendish SquareW1G 0PE,020 7612 7615,campbell@forsythsimpson.com, 0207 612 7602, http//www.forsythsimpson.com,404553
FOX WILLIAMS LLP,HO,Ten Dominion StreetEC2M 2EE,020 7628 2000,mail@foxwilliams.com, 020 7628 2100, http//www.foxwilliams.com,443899
FRANCIS & HOW,HO,Botley HouseHP5 1DQ,01494 782541,andrew@francisandhow.com, 01494 791590, http//www.francisandhow.com,69139
FRANKLINS SOLICITORS LLP,HO,11-13 Castilian StreetNN1 1JX,01604 828282,mlf@franklins-sols.co.uk, 01604 609646, http//www.franklins-sols.co.uk,382080
FRANKLINS SOLICITORS LLP,BRN,12-14 Castilian StreetNN1 1JX,01604 828282,mlf@franklins-sols.co.uk, 01604 609646, http//www.franklins-sols.co.uk,382081
FRANKLINS SOLICITORS LLP,BRN,Silbury CourtMK9 2LY,01908 660966,mlf@franklins-sols.co.uk, 01908 690259, http//www.franklins-sols.co.uk,382082
FREETH CARTWRIGHT LLP,HO,80 Mount StreetNG1 6HH,0115 936 9369,operations@sra.org.uk,, http//www.freethcartwright.co.uk,384855
FREETH CARTWRIGHT LLP,BRN,2nd Floor  West PointDE1 3QT,01332 361 000,operations@sra.org.uk, 01332 546 111, http//www.freethcartwright.co.uk,384859
FREETH CARTWRIGHT LLP,BRN,1 Colton SquareLE1 1QH,0116 248 1100,operations@sra.org.uk, 0845 634 2590, http//www.freethcartwright.co.uk,384861
FREETH CARTWRIGHT LLP,BRN,St. James BuildingsM1 6FQ,0845 634 2540,operations@sra.org.uk, 0845 634 2541, http//www.freethcartwright.co.uk,442685
FREETH CARTWRIGHT LLP,BRN,75 Colmore RowB3 2AP,0845 634 2575,operations@sra.org.uk, 0845 634 2576,,472111
FRESHFIELDS BRUCKHAUS DERINGER,HO,65 Fleet StreetEC4Y 1HS,020 7936 4000,wmail@freshfields.com, 020 7832 7001, http//www.freshfields.com,48665
FRESHFIELDS BRUCKHAUS DERINGER LLP,HO,65 Fleet StreetEC4Y 1HS,0207 936 4000,operations@sra.org.uk, 0207 936 4001, http//www.freshfields.com,484861
FRISBY SOLICITORS LIMITED,HO,26 Eastgate StreetST16 2LZ,01785 244114,enquiries@frisbysolicitors.co.uk, 01785 251508, http//www.frisbysolicitors.co.uk,426948
FRISBY SOLICITORS LIMITED,BRN,28 Eastgate StreetST16 2LZ,01785 244114,operations@sra.org.uk, 01785 251508, http//www.frisbysolicitors.co.uk,493644
FRISBY SOLICITORS LIMITED,BRN,9 Carmelite StreetEC4Y 0DR,0207 936 6399,operations@sra.org.uk, 0207 7936 6301, http//www.frisbysolicitors.co.uk,495037
FURLEY PAGE LLP,HO,39 St. Margarets StreetCT1 2TX,01227 763939,mail@furleypage.co.uk, 01227 762829, http//www.furleypage.co.uk,440461
GARDINER & CO,HO,6 Aldred RoadNW6 1AN,+44 (0) 20 7435 0810,george.gardiner@gardinerlaw.co.uk, +44 (0) 870 458 4993, http//www.gardinerlaw.co.uk,402640
GARDNER LEADER LLP,HO,24 Market PlaceRG14 5BA,01635 508 080,mail@gardnerleader.co.uk, 01635 521 665, http//www.gardnerleader.co.uk,489549
GARDNER LEADER LLP,BRN,Winbolt HouseRG19 3HX,01635 508080,mail@gardner-leader.co.uk, 01635 869270, http//www.gardner-leader.co.uk,489550
GARDNER LEADER LLP,BRN,5 Wharf StreetRG14 5AN,01635 508080,mail@gardner-leader.co.uk, 01635 869270, http//www.gardner-leader.co.uk,489582
GARY CHADWICK LIMITED,HO,c/o ActonsNG1 5BQ,0115 9100 200,gary.chadwick@actons.co.uk, 0115 9100 207, http//www.actons.co.uk,380612
GELDARDS LLP,BRN,1 Pride PlaceDE24 8QR,01332 331631,info@geldards.com, 01332 294295, http//www.geldards.com,425640
GELDARDS LLP,BRN,The ArcNG2 1EN,0115 983 3650,info@geldards.com, 0115 983 3761, http//www.geldards.com,425641
GENESIS LEGAL SERVICES LIMITED,HO,Beacon HouseBH1 3LB,01202 552255,info@genesissolicitors.co.uk, 01202 552259,,389841
GEOFFREY LEAVER SOLICITORS LLP,HO,251 Upper Third StreetMK9 1DR,01908 692769,legal@geoffreyleaver.com, 01908 692772, http//www.geoffreyleaver.com,499394
GEORGE & CO,HO,Orchard ValeIP30 9RW,01449 737582,nigelgeorge@georgeandco.co.uk, 01449 737254, http//www.georgeandco.co.uk,326626
GEORGE DAVIES SOLICITORS LLP,HO,Fountain CourtM2 2FB,0161 236 8992,mail@georgedavies.co.uk, 0161 228 0030, http//www.georgedavies.co.uk,463086
GEORGE GREEN LLP,HO,195 High StreetB64 5HW,01384 410410,gg@georgegreen.co.uk, 01384 634237, http//www.georgegreen.co.uk,462166
GIBSON DUNN & CRUTCHER LLP,HO,Telephone HouseEC4Y 0HB,0207 071 4000,operations@sra.org.uk, 020 7071 4244, http//www.gibsondunn.com,324652
GILL TURNER TUCKER,HO,Colman HouseME14 1JE,01622 759051,info@gillturnertucker.com, 01622 762192, http//www.gillturnertucker.com,47921
GILLHAMS SOLICITORS LLP,BRN,Second FloorEC4Y 1BJ,0207 353 2732,le@gillhams.com, 0207 353 2733, http//www.gillhams.com,488442
GLAISYERS SOLICITORS LLP,HO,One St James's SquareM2 6DN,0161 832 4666,manchester@glaisyers.com, 0161 832 1981, http//www.glaisyers.com,487118
GLAISYERS SOLICITORS LLP,BRN,1st FloorM13 0RX,0161 224 3311,longsight@glaisyers.com, 0161 257 3239, http//www.glaisyers.com,487121
GLANVILLES LLP,HO,The Courtyard PO30 5BF,01983 527878,operations@sra.org.uk, 01983 821629,,507970
GLANVILLES LLP,BRN,Langstone GatePO9 1TR,02392 492300,operations@sra.org.uk, 02392 492301,,507976
GLANVILLES LLP,BRN,West Wing  Cams HallPO16 8AB,01329 282841,operations@sra.org.uk, 01329 822052,,507977
GODLOVES SOLICITORS,HO,8-16 Dock StreetLS10 1LX,0113 225 8811,mailbox@godloves.co.uk, 0113 225 8844, http//www.godloves.co.uk,73833
GOODMAN DERRICK LLP,HO,90 Fetter LaneEC4A 1PT,020 7404 0606,pstudd@gdlaw.co.uk, 020 7831 6407, http//www.gdlaw.co.uk,446195
GORDONS LLP,HO,14 PiccadillyBD1 3LX,01274 202202,mail@gordonsllp.com, 01274 202100, http//www.gordonsllp.com,441942
GORDONS LLP,BRN,Riverside WestLS1 4AW,0113 227 0100,mail@gordonsllp.com, 0113 227 0113, http//www.gordonsllp.com,441944
GORDONS LLP,BRN,8 Duke StreetBD1 3QX,01274 202202,mail@gordonsllp.com, 01274 370425, http//www.gordonsllp.com,464936
GORDONS PARTNERSHIP LLP,HO,22 Great James StreetWC1N 3ES,020 7421 9421,operations@sra.org.uk, 020 7421 9422, http//www.gordonsols.co.uk,427846
GORDONS PARTNERSHIP LLP,BRN,St. Marys ChambersGU1 3UA,01483 451 900,operations@sra.org.uk, 01483 451 888,,427847
GOTELEE & GOLDSMITH,HO,31-41 Elm StreetIP1 2AY,01473 211121,brian.scott@gotelee.co.uk, 01473 230387, http//www.gotelee.co.uk,50012
GOTELEE & GOLDSMITH,BRN,6 Church StreetIP7 5DU,01473 822102,info@gotelee.co.uk, 01473 827832, http//www.gotelee.co.uk,50013
GRACELAND SOLICITORS,HO,15 Beresford SquareSE18 6AY,0208 836 9350,admin@gracelandsolicitors.co.uk, 0208 836 9351, http//www.gracelandsolicitors.co.uk,448369
GRACELAND SOLICITORS,BRN,315 Lewisham High StreetSE13 6NL,020 8314 5770,admin@gracelandsolicitors.co.uk, 020 8314 5771, http//www.gracelandsolicitors.co.uk,473623
GRAY & CO,HO,Habib HouseM1 1DB,0161 237 3360,grayco@grayand.co.uk, 0161 236 6717, http//www.grayand.co.uk,192574
GREENE & GREENE,HO,80 Guildhall StreetIP33 1QB,01284 762211,mail@greene-greene.com, 01284 717499, http//www.greene-greene.com,50190
GREENWOODS SOLICITORS LLP,HO,Monkstone HousePE1 1JE,01733 887700,mail@greenwoods.co.uk, 01733 887701, http//www.greenwoods.co.uk,401162
GREGORY ROWCLIFFE MILNERS,HO,1 Bedford RowWC1R 4BZ,020 7242 0631,law@grm.co.uk, 020 7242 6652, http//www.grm.co.uk,68427
GRID LAW LIMITED,HO,Melbury HouseBH8 8ES,01202 961342,dwalker@gridlaw.com, 01202 961351, http//www.gridlaw.com,428769
GRIFFITH SMITH FARRINGTON WEBB LLP,HO,47 Old SteyneBN1 1NW,01273 324 041,info@gsfwsolicitors.co.uk, 01273 384 062, http//www.gsfwsolicitors.co.uk,499751
GRIFFITH SMITH FARRINTON WEBB LLP,BRN,32 Keymer RoadBN6 8AL,01273 843 405,hassocks@gsfwsolicitors.co.uk, 01273 846 422, http//www.gsfwsolicitors.co.uk,515112
GRIFFITH SMITH FARRINTON WEBB LLP,BRN,Croft HouseBN5 9DJ,01273 492 045,henfield@gsfsolicitors.co.uk, 01273 493 530, http//www.gsfwsolicitors.co.uk,515114
GROSS & COMPANY,HO,83-84 Guildhall StreetIP33 1LN,01284 763333,operations@sra.org.uk, 01284 762207, http//www.gross.co.uk,50298
GSC SOLICITORS LLP,HO,31-32 Ely PlaceEC1N 6TD,0207 822 2222,info@gscsolicitors.com, 0207 822 2211, http//www.gscsolicitors.com,510849
GUY THOMPSON & CO,HO,25 Poplar WalkSE24 0BX,0207 274 6874,guy.thompson@guyt.co.uk,, http//www.guyt.co.uk,389258
H C L S LLP,HO,4th FloorW1K 4LP,0207 499 4779,info@hamblelaw.com, 0207 629 4948, http//www.hamblelaw.com,513195
HALCO MANAGEMENT LIMITED,BRN,5 Fleet PlaceEC4M 7RD,020 7203 5000,operations@sra.org.uk, 020 7203 0200,,426376
HALCO SECRETARIES LIMITED,BRN,5 Fleet PlaceEC4M 7RD,020 7203 5000,operations@sra.org.uk, 020 7203 0200,,426385
HALL & CO,HO,Flat 5  156 Sutherland AvenueW9 1HP,2072894318,hall888@btinternet.com,2078068164,,287490
HALLIWELLS LLP,HO,3 Hardman SquareM3 3EB,0844 875 8000,operations@sra.org.uk, 0844 875 8001, http//www.halliwells.com,402773
HALLIWELLS LLP,BRN,City PlazaS1 2GU,0114 229 8000,operations@sra.org.uk, 0114 229 8001,,402775
HALLIWELLS LLP,BRN,1 Threadneedle StreetEC2R 8AW,0870 365 8000,operations@sra.org.uk, 0870 365 8001,,402776
HALLIWELLS LLP,BRN,100 Old Hall StreetL3 9TD,0151 237 7777,operations@sra.org.uk, 0150 237 7676,,408409
HAMILTON PRATT,HO,120 Edmund StreetB3 2ES,0121 237 2027,john.pratt@hplaw.co.uk, 0121 233 9686, http//www.hamiltonpratt.com,401522
HAMLINS LLP,HO,Roxburghe HouseW1B 2AD,020 7355 6000,operations@sra.org.uk, 020 7518 9100, http//www.hamlins.co.uk,440628
HAMMONDS,HO,2 Park LaneLS3 1ES,0870 839 0000,operations@sra.org.uk, 0113 284 7001, http//www.hammonds.com,327160
HAMMONDS,BRN,7 Devonshire SquareEC2M 4YH,0870 839 0000,operations@sra.org.uk, 020 7655 1001, http//www.hammonds.com,327164
HAMMONDS,BRN,Trinity CourtM60 8HS,0870 839 0000,operations@sra.org.uk, 0161 830 5001, http//www.hammonds.com,327165
HAMMONDS,BRN,Rutland HouseB3 2JR,0870 839 0000,operations@sra.org.uk, 0121 200 1991, http//www.hammonds.com,327176
HAMMONDS LLP,HO,7 Devonshire SquareEC2M 4YH,0870 839 0000,enquiries@hammonds.com, 0870 839 1001, http//www.hammonds.com,485150
HAMMONDS LLP,BRN,2 Park LaneLS3 1ES,0870 839 0000,enquiries@hammonds.com, 0870 839 7001, http//www.hammonds.com,486749
HAMMONDS LLP,BRN,Trinity CourtM60 8HS,0870 839 0000,enquiries@hammonds.com, 0870 839 5001, http//www.hammonds.com,486750
HAMMONDS LLP,BRN,Rutland HouseB3 2JR,,enquiries@hammonds.com,, http//www.hammonds.com,486752
HANSEL HENSON LLP,HO,3rd FloorW1T 1PH,0207 307 5145,tmh@hanselhenson.com, 0207 504 8717, http//www.hanselhenson.com,515395
HARBOTTLE & LEWIS LLP,HO,14 Hanover SquareW1S 1HP,020 7667 5000,hal@harbottle.com, 020 7667 5100, http//www.harbottle.com,385792
HARRIS & HARRIS,HO,14 Market PlaceBA5 2RE,01749 674747,firstname.lastname@harris-harris.co.uk, 01749 834060, http//www.harris-harris.co.uk,50710
HARRIS & HARRIS,BRN,11 Stony StreetBA11 1BU,01373 463366,firstname.lastname@fromeharris-harris.co.uk, 01373 474128, http//www.harris-harris.co.uk,50711
HARRIS & HARRIS,BRN,25 Market PlaceBA5 2RF,01749 674747,firstname.lastname@harris-harris.co.uk, 01749 676585, http//www.harris-harris.co.uk,520622
HARRIS CARTIER LLP,HO,Windsor Crown HouseSL1 2DX,01753 810 710,operations@sra.org.uk,, http//www.hclaw.co.uk,420636
HARRISON CLARK LLP,HO,5 DeanswayWR1 2JG,01905 612001,lawyers@harrison-clark.co.uk, 01905 744899, http//www.harrison-clark.co.uk,426838
HARROWELLS LLP,BRN,Moorgate HouseYO30 4WY,01904 690111,operations@sra.org.uk, 01904 692111, http//www.harrowells.co.uk,471960
HARVEY INGRAM LLP,HO,20-40 New WalkLE1 6TX,0116 254 5454,mail@harveyingram.com, 0116 255 4559, http//www.harveyingram.com,419676
HARVEY INGRAM LLP,BRN,2nd FloorB3 1QZ,0121 262 6550,operations@sra.org.uk, 0121 236 9599, http//www.harveyingram.com,419677
HARVEY INGRAM LLP,BRN,8th Floor  Edmund HouseB3 3EW,0121 214 1200,mail@harveyingram.com, 0121 214 1299, http//www.harveyingram.com,440026
HARVEY INGRAM LLP,BRN,2nd Floor Moorgate HouseMK9 1JL,01908 295350,mail@harveyingram.com, 01908 295397, http//www.harveyingram.com,489798
HAYRE & CO SOLICITORS LIMITED,HO,Kenburgh HouseBD1 4QU,01274 744 405,info@hayreandcosolicitors.co.uk, 01274 744 406, http//www.hayreandcosolicitors.co.uk,508767
HBJ GATELEY WAREING LLP,HO,One Eleven Edmund StreetB3 2HJ,0121 234 0000,name@hbj-gw.com, 0121 234 0001, http//www.hbjgateleywareing.com,401265
HBJ GATELEY WAREING LLP,BRN,Knightsbridge HouseLE1 5NL,0116 285 9000,operations@sra.org.uk, 0116 285 9001,,401266
HBJ GATELEY WAREING LLP,BRN,City Gate EastNG1 5FS,0115 983 8200,operations@sra.org.uk, 0115 983 8201,,401267
HBJ GATELEY WAREING LLP,BRN,Fleet Place HouseEC4M 7RF,020 7645 9000,operations@sra.org.uk, 020 7645 9001,,463790
HEALD SOLICITORS,HO,Ashton HouseMK9 2AH,01908 662277,info@healdlaw.com, 01908 675667, http//www.healdlaw.com,313051
HEATH BUCKERIDGE,HO,23 Queen StreetSL6 1NB,01628 671636,richard.buckeridge@heathbuckeridge.com, 01628 671922, http//www.heathbuckeridge.com,62529
HECKFORD NORTON,BRN,Tudor HouseSG1 3HU,01438 312 211,law1@heckfordnorton.co.uk, 01438 740 805, http//www.heckforfnorton.co.uk,51017
HEMPSONS,BRN,Portland TowerM1 3LF,0161 228 0011,manchester@hempsons.co.uk, 0161 236 6734, http//www.hempsons.co.uk,51060
HEMPSONS,BRN,The ExchangeHG1 1DY,01423 522 331,harrogate@hempsons.co.uk, 01423 724 047, http//www.hempsons.co.uk,200996
HENMANS LLP,HO,5000 John Smith DriveOX4 2BH,01865 781000,welcome@henmansllp.co.uk, 01865 778504, http//www.henmansllp.co.uk,446179
HENRY'S SOLICITORS LIMITED,BRN,1 Market StreetSK13 8AL,01457 864143,operations@sra.org.uk,1614747667,,385814
HERBERT SMITH LLP,HO,Exchange HouseEC2A 2HS,020 7374 8000,operations@sra.org.uk, 020 7374 0888, http//www.herbertsmith.com,419682
HEREWARD & FOSTER,HO,101 Barking RoadE16 4HQ,020 7476 6600,herefost@herefost.co.uk, 0207 540 6870, http//www.herefost.co.uk,51104
HERRINGTON & CARMICHAEL LLP,HO,Waters EdgeGU15 3YL,01276 686222,info@herrington-carmichael.com, 01276 28041, http//www.herrington-carmichael.com,446245
HERRINGTON & CARMICHAEL LLP,BRN,Market ChambersRG40 1AL,0118 977 4045,info@herrington-carmichael.com, 0118 977 4560, http//www.herrington-carmichael.com,446246
HEWITSONS LLP,HO,Shakespeare HouseCB5 8EP,01223 461155,mail@hewitsons.com, 01223 316511, http//www.hewitsons.com,487681
HEWITSONS LLP,BRN,7 Spencer ParadeNN1 5AB,01604 233233,mail@hewitsons.com, 01604 627 941, http//www.hewitsons.com,487683
HEWITSONS LLP,BRN,Exchange HouseMK9 2EA,01908 247020,mail@hewitsons.com, 01908 247020, http//www.hewitsons.com,487684
HEWITSONS LLP,BRN,1 Billing RoadNN1 5DB,01604 627941,mail@hewitsons.com, 01604 627941, http//www.hewitsons.com,487686
HGF LAW,HO,Belgrave HallLS2 8DD,0113 233 0148,law@hgf-law.com,1132330141, http//www.hgf-law.com,362797
HGF LAW,BRN,Lincolns Inn ChambersWC2A 1JA,2074408900,law@hgf-law.com,2074408901, http//www.hgf-law.com,497592
HIGGS & SONS,HO,3  Waterfront Business ParkDY5 1LX,01384 342100,law@higgsandsons.co.uk, 01384 327290, http//www.higgsandsons.co.uk,51162
HILL DICKINSON LLP,HO,No. 1 St. Paul's SquareL3 9SJ,0151 600 8000,law@hilldickinson.com, 0151 600 8001, http//www.hilldickinson.com,424853
HILL DICKINSON LLP,BRN,50 Fountain StreetM2 2AS,0161 817 7200,law@hilldickinson.com, 0161 278 8801, http//www.hilldickinson.com,424854
HILL DICKINSON LLP,BRN,Irongate HouseEC3A 7HX,020 7283 9033,operations@sra.org.uk, 020 7283 1144,,448064
HILL HOFSTETTER LLP,HO,Trigen HouseB90 8AB,0121 210 6000,operations@sra.org.uk, 0121 210 6499, http//www.hillhofstetter.com,497607
HILLYER MCKEOWN LLP,HO,Murlain HouseCH1 1QP,01244 345 551,mail@law.uk.com, 01244 342 824, http//www.law.uk.com,514842
HILLYER MCKEOWN LLP,BRN,2-4 Church RoadCH63 7PH,0151 645 4255,bebington@law.uk.com,, http//www.law.uk.com,523998
HLW COMMERCIAL LAWYERS LLP,HO,Commercial HouseS1 2AT,0114 276 5555,hlw@hlwlaw.co.uk, 0114 276 8066, http//www.hlwlaw.co.uk,404570
HOGAN & HARTSON,HO,Juxon HouseEC4M 8BU,020 7367 0200,operations@sra.org.uk, 020 7367 0220, http//www.hhlaw.com,289167
HOLDING-PARSONS,HO,5th Floor Sun Alliance HouseEC4A 1NE,020 7430 9474,bhp@holding-parsons.com, 020 7831 9057, http//www.holding-parsons.com,350230
HOLMAN FENWICK WILLAN LLP,HO,Friary CourtEC3N 2AE,+44 (0) 20 7264 8000,holmans@hfw.com, +44 (0) 20 7264 8888, http//www.hfw.com,509977
HOWARD KENNEDY,HO,19 Cavendish SquareW1A 2AW,020 7636 1616,enquiries@howardkennedy.com, 020 7664 4533, http//www.howardkennedy.com,54052
HOWES PERCIVAL LLP,HO,Oxford HouseNN1 5PN,01604 230400,law@howespercival.com, 01604 620956, http//www.howespercival.com,447236
HOWES PERCIVAL LLP,BRN,252 Upper Third StreetMK9 1DZ,01908 672682,law@howespercival.com, 01908 692 447, http//www.howespercival.com,447239
HOWES PERCIVAL LLP,BRN,1 Bede Island RoadLE2 7EA,0116 247 3500,law@howespercival.com, 0116 247 3539, http//www.howespercival.com,447240
